Source,File,Method,Code_Smell,Line_no,Start_line,End_line,Details
dataset,test_dictionary.py,file_level,Long identifier,263,,,Identifier 'test_error_checking_in_aspell' has 30 characters (threshold: 20). Consider shortening.
dataset,test_dictionary.py,file_level,Long identifier,297,,,Identifier 'test_dictionary_looping' has 23 characters (threshold: 20). Consider shortening.
dataset,test_dictionary.py,__main__,Magic number,28,,,Magic number '80' found in module level code. Define as SIZE_CONSTANT = '80'.
dataset,test_dictionary.py,__main__,Magic number,31,,,Magic number '80' found in module level code. Define as SIZE_CONSTANT = '80'.
dataset,test_dictionary.py,__main__,Magic number,46,,,Magic number 3 found in module level code. Define as IN_ASPELL_START_INDEX = 3.
dataset,test_dictionary.py,__main__,Magic number,46,,,Magic number 5 found in module level code. Define as IN_DICTIONARY_START_INDEX = 5.
dataset,test_dictionary.py,__main__,Magic number,46,,,Magic number 7 found in module level code. Define as IN_DICTIONARY_END_INDEX = 7.
dataset,test_dictionary.py,file_level,Long lambda function,117,,,Lambda at line 117 has 81 characters (threshold: 80). Convert to named function.
dataset,test_dictionary.py,test_dictionaries_exist,Long message chain,56,,,Message chain at line 56 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,test_dictionary.py,test_dictionaries_exist,Long message chain,57,,,Message chain at line 57 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,test_dictionary.py,test_dictionary_formatting,Long message chain,77,,,Message chain at line 77 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,test_dictionary.py,test_dictionary_sorting,Long message chain,91,,,Message chain at line 91 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,test_dictionary.py,test_dictionary_sorting,Long message chain,95,,,Message chain at line 95 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,test_basic.py,main,Complex method,,38,61,Method 'main' has cyclomatic complexity of 11 (threshold: 7). Extract nested conditions into separate methods.
dataset,test_basic.py,test_basic,Complex method,,91,154,Method 'test_basic' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,test_basic.py,test_encoding,Complex method,,524,569,Method 'test_encoding' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,test_basic.py,test_check_hidden,Complex method,,641,732,Method 'test_check_hidden' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,test_basic.py,_helper_test_case_handling_in_fixes,Complex method,,759,813,Method '_helper_test_case_handling_in_fixes' has cyclomatic complexity of 9 (threshold: 7). Extract nested conditions into separate methods.
dataset,test_basic.py,test_config_toml,Complex method,,1280,1362,Method 'test_config_toml' has cyclomatic complexity of 9 (threshold: 7). Extract nested conditions into separate methods.
dataset,test_basic.py,test_basic,Long method,,91,163,Method 'test_basic' has 73 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,test_basic.py,test_interactivity,Long method,,229,293,Method 'test_interactivity' has 65 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,test_basic.py,test_check_hidden,Long method,,641,732,Method 'test_check_hidden' has 92 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,test_basic.py,test_uri_ignore_words_list_option_uri,Long method,,1017,1097,Method 'test_uri_ignore_words_list_option_uri' has 81 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,test_basic.py,test_config_toml,Long method,,1280,1358,Method 'test_config_toml' has 79 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,test_basic.py,file_level,Long statement,140,,,Line 140 has 133 characters (threshold: 120). Break into multiple lines.
dataset,test_basic.py,file_level,Long statement,153,,,Line 153 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_basic.py,file_level,Long statement,183,,,Line 183 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_basic.py,file_level,Long statement,360,,,Line 360 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_basic.py,file_level,Long statement,361,,,Line 361 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_basic.py,file_level,Long statement,520,,,Line 520 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_basic.py,file_level,Long statement,521,,,Line 521 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_basic.py,file_level,Long statement,1005,,,Line 1005 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_basic.py,file_level,Long statement,1063,,,Line 1063 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_basic.py,file_level,Long statement,1119,,,Line 1119 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_basic.py,file_level,Long statement,1129,,,Line 1129 has 121 characters (threshold: 120). Break into multiple lines.
dataset,test_basic.py,test_uri_ignore_words_list_option_uri,Long identifier,1017,,,Identifier 'test_uri_ignore_words_list_option_uri' has 36 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,test_uri_ignore_words_list_option_email,Long identifier,1082,,,Identifier 'test_uri_ignore_words_list_option_email' has 38 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,_helper_test_case_handling_in_fixes,Long identifier,759,,,Identifier '_helper_test_case_handling_in_fixes' has 35 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,test_case_handling_in_fixes,Long identifier,816,,,Identifier 'test_case_handling_in_fixes' has 26 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,test_ignore_multiline_regex_option,Long identifier,943,,,Identifier 'test_ignore_multiline_regex_option' has 34 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,test_check_filename_irregular_file,Long identifier,631,,,Identifier 'test_check_filename_irregular_file' has 34 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,test_ill_formed_ini_config_file,Long identifier,1258,,,Identifier 'test_ill_formed_ini_config_file' has 31 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,test_unknown_encoding_chardet,Long identifier,572,,,Identifier 'test_unknown_encoding_chardet' has 29 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,test_default_word_parsing,Long identifier,171,,,Identifier 'test_default_word_parsing' has 24 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,test_ignore_words_with_cases,Long identifier,364,,,Identifier 'test_ignore_words_with_cases' has 28 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,test_ignore_regex_option,Long identifier,907,,,Identifier 'test_ignore_regex_option' has 24 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,test_ignore_dictionary,Long identifier,326,,,Identifier 'test_ignore_dictionary' has 22 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,test_stdin,Long identifier,1395,,,Identifier 'single_line_per_error' has 21 characters (threshold: 20). Consider shortening.
dataset,test_basic.py,test_constants,Magic number,29,,,Magic number 64 found in 'test_constants'. Define as EX_USAGE_VALUE = 64.
dataset,test_basic.py,test_constants,Magic number,30,,,Magic number 65 found in 'test_constants'. Define as EX_DATAERR_VALUE = 65.
dataset,test_basic.py,test_constants,Magic number,31,,,Magic number 78 found in 'test_constants'. Define as EX_CONFIG_VALUE = 78.
dataset,test_basic.py,test_basic,Magic number,117,,,Magic number 4 found in 'test_basic'. Define as BUILTIN_DICTIONARIES_COUNT = 4.
dataset,test_basic.py,test_basic,Magic number,142,,,Magic number 8 found in 'test_basic'. Define as EXPECTED_ERROR_COUNT = 8.
dataset,test_basic.py,test_basic,Magic number,158,,,Magic number 16 found in 'test_basic'. Define as QUIET_LEVEL = 16.
dataset,test_basic.py,test_interactivity,Magic number,247,,,Magic number 3 found in 'test_interactivity'. Define as INTERACTIVE_MODE_LEVEL = 3.
dataset,test_basic.py,test_summary,Magic number,314,,,Magic number 5 found in 'test_summary'. Define as SUMMARY_LINES_EMPTY = 5.
dataset,test_basic.py,test_summary,Magic number,322,,,Magic number 7 found in 'test_summary'. Define as SUMMARY_LINES_WITH_ERRORS = 7.
dataset,test_basic.py,test_ignore_words_with_cases,Magic number,376,,,Magic number 3 found in 'test_ignore_words_with_cases'. Define as EXPECTED_MIS_ERRORS = 3.
dataset,test_basic.py,test_ignore_words_with_cases,Magic number,376,,,Magic number 4 found in 'test_ignore_words_with_cases'. Define as EXPECTED_MIS_ERRORS_WITH_FLAG = 4.
dataset,test_basic.py,test_ignore_word_list,Magic number,408,,,Magic number 3 found in 'test_ignore_word_list'. Define as TOTAL_WORD_ERRORS = 3.
dataset,test_basic.py,test_inline_ignores,Magic number,438,,,Magic number 4 found in 'test_inline_ignores'. Define as EXPECTED_ERRORS_INVALID_IGNORE = 4.
dataset,test_basic.py,test_exclude_file,Magic number,504,,,Magic number 18 found in 'test_exclude_file'. Define as TOTAL_ABANDONNED_ERRORS = 18.
dataset,test_basic.py,test_quiet_level_32,Magic number,1243,,,Magic number 32 found in 'test_quiet_level_32'. Define as QUIET_LEVEL_NO_CONFIG = 32.
dataset,test_basic.py,test_ill_formed_ini_config_file,Magic number,1275,,,Magic number 78 found in 'test_ill_formed_ini_config_file'. Define as CONFIG_ERROR_CODE = 78.
dataset,test_basic.py,test_config_toml,Magic number,1297,,,Magic number 3 found in 'test_config_toml'. Define as EXPECTED_MISSPELLINGS = 3.
dataset,test_basic.py,test_config_toml,Magic number,1322,,,Magic number 3 found in 'test_config_toml'. Define as PYTHON_VERSION_MAJOR = 3.
dataset,test_basic.py,test_config_toml,Magic number,1322,,,Magic number 11 found in 'test_config_toml'. Define as PYTHON_VERSION_MINOR = 11.
dataset,test_basic.py,test_stdin,Magic number,1397,,,Magic number 4 found in 'test_stdin'. Define as INPUT_FILE_LINES = 4.
dataset,test_basic.py,main,Long message chain,55,,,Message chain at line 55 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,test_basic.py,main,Long message chain,57,,,Message chain at line 57 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,test_basic.py,run_codespell,Long message chain,80,,,Message chain at line 80 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,settings.py,_get_total_physmem,Complex method,,156,225,Method '_get_total_physmem' has cyclomatic complexity of 13 (threshold: 7). Extract nested conditions into separate methods.
dataset,settings.py,read_config,Complex method,,227,380,Method 'read_config' has cyclomatic complexity of 35 (threshold: 7). Extract nested conditions into separate methods.
dataset,settings.py,read_whitelist,Complex method,,381,414,Method 'read_whitelist' has cyclomatic complexity of 10 (threshold: 7). Extract nested conditions into separate methods.
dataset,settings.py,_get_total_physmem,Long method,,156,225,Method '_get_total_physmem' has 70 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,settings.py,read_config,Long method,,227,380,Method 'read_config' has 154 lines (threshold: 67). Consider breaking it down into smaller methods.
dataset,settings.py,read_config,Complex conditional,259,,,Conditional at line 259 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,settings.py,read_config,Complex conditional,331,,,Conditional at line 331 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,settings.py,file_level,Long statement,31,,,Line 31 has 163 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,47,,,Line 47 has 154 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,51,,,Line 51 has 149 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,74,,,Line 74 has 130 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,76,,,Line 76 has 149 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,78,,,Line 78 has 127 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,83,,,Line 83 has 175 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,85,,,Line 85 has 202 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,86,,,Line 86 has 151 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,87,,,Line 87 has 128 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,89,,,Line 89 has 413 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,93,,,Line 93 has 169 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,96,,,Line 96 has 234 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,98,,,Line 98 has 362 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,99,,,Line 99 has 202 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,100,,,Line 100 has 234 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,101,,,Line 101 has 682 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,108,,,Line 108 has 179 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,112,,,Line 112 has 137 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,113,,,Line 113 has 264 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,118,,,Line 118 has 151 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,119,,,Line 119 has 121 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,123,,,Line 123 has 127 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,126,,,Line 126 has 126 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,142,,,Line 142 has 1046 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long statement,145,,,Line 145 has 145 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,read_config,Long statement,250,,,Line 250 has 121 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,read_config,Long statement,301,,,Line 301 has 121 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,read_config,Long statement,307,,,Line 307 has 139 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,read_config,Long statement,314,,,Line 314 has 121 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,read_config,Long statement,332,,,Line 332 has 177 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,read_config,Long statement,341,,,Line 341 has 139 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,read_config,Long statement,344,,,Line 344 has 145 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,read_config,Long statement,355,,,Line 355 has 133 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,read_config,Long statement,362,,,Line 362 has 127 characters (threshold: 120). Break into multiple lines.
dataset,settings.py,file_level,Long identifier,43,,,Identifier 'CHECK_CONNECTION_MAX_RETRIES' has 28 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,49,,,Identifier 'SESSION_COOKIE_FLAG_SAMESITE' has 29 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,54,,,Identifier 'LOAD_TRAILS_RETRY_SLEEP_TIME' has 29 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,56,,,Identifier 'NO_SUCH_NAME_PER_HOUR_THRESHOLD' has 32 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,68,,,Identifier 'DEFAULT_EVENT_LOG_PERMISSIONS' has 30 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,69,,,Identifier 'DEFAULT_ERROR_LOG_PERMISSIONS' has 30 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,75,,,Identifier 'CONDENSED_EVENTS_FLUSH_PERIOD' has 30 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,83,,,Identifier 'IGNORE_DNS_QUERY_SUFFIXES' has 25 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,86,,,Identifier 'SUSPICIOUS_DIRECT_DOWNLOAD_EXTENSIONS' has 38 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,87,,,Identifier 'WHITELIST_DIRECT_DOWNLOAD_KEYWORDS' has 35 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,88,,,Identifier 'SUSPICIOUS_HTTP_REQUEST_REGEXES' has 31 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,103,,,Identifier 'SUSPICIOUS_HTTP_PATH_REGEXES' has 28 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,107,,,Identifier 'SUSPICIOUS_HTTP_REQUEST_PRE_CONDITION' has 37 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,108,,,Identifier 'SUSPICIOUS_DIRECT_IP_URL_REGEX' has 30 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,109,,,Identifier 'SUSPICIOUS_PROXY_PROBE_PRE_CONDITION' has 37 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,110,,,Identifier 'SUSPICIOUS_HTTP_REQUEST_FORCE_ENCODE_CHARS' has 42 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,118,,,Identifier 'WHITELIST_HTTP_REQUEST_PATHS' has 28 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,120,,,Identifier 'WHITELIST_LONG_DOMAIN_NAME_KEYWORDS' has 36 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,130,,,Identifier 'INFECTION_SCANNING_THRESHOLD' has 28 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,136,,,Identifier 'SUSPICIOUS_DOMAIN_LENGTH_THRESHOLD' has 34 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,137,,,Identifier 'SUSPICIOUS_DOMAIN_CONSONANT_THRESHOLD' has 38 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,138,,,Identifier 'SUSPICIOUS_DOMAIN_ENTROPY_THRESHOLD' has 35 characters (threshold: 20). Consider shortening.
dataset,settings.py,file_level,Long identifier,142,,,Identifier 'STATIC_IPCAT_LOOKUPS' has 21 characters (threshold: 20). Consider shortening.
dataset,settings.py,<module>,Magic number,31,,,Magic number 8 found in '<module>'. Define as BITS_PER_BYTE = 8.
dataset,settings.py,<module>,Magic number,34,,,Magic number 30 found in '<module>'. Define as DEFAULT_TIMEOUT_SECONDS = 30.
dataset,settings.py,<module>,Magic number,45,,,Magic number 8338 found in '<module>'. Define as HTTP_DEFAULT_PORT = 8338.
dataset,settings.py,<module>,Magic number,50,,,Magic number 2000 found in '<module>'. Define as SNAP_LEN = 2000.
dataset,settings.py,<module>,Magic number,51,,,Magic number 4 found in '<module>'. Define as INT_SIZE = 4.
dataset,settings.py,<module>,Magic number,52,,,Magic number 0.00001 found in '<module>'. Define as SHORT_SENSOR_SLEEP_TIME = 0.00001.
dataset,settings.py,<module>,Magic number,53,,,Magic number 0.001 found in '<module>'. Define as REGULAR_SENSOR_SLEEP_TIME = 0.001.
dataset,settings.py,<module>,Magic number,54,,,Magic number 60 found in '<module>'. Define as LOAD_TRAILS_RETRY_SLEEP_TIME = 60.
dataset,settings.py,<module>,Magic number,55,,,Magic number 5 found in '<module>'. Define as UNAUTHORIZED_SLEEP_TIME = 5.
dataset,settings.py,<module>,Magic number,56,,,Magic number 20 found in '<module>'. Define as NO_SUCH_NAME_PER_HOUR_THRESHOLD = 20.
dataset,settings.py,<module>,Magic number,65,,,Magic number 18 found in '<module>'. Define as MAX_HELP_OPTION_LENGTH = 18.
dataset,settings.py,<module>,Magic number,82,,,Magic number 135 found in '<module>'. Define as PORT_NETBIOS_SESSION = 135.
dataset,settings.py,<module>,Magic number,82,,,Magic number 139 found in '<module>'. Define as PORT_NETBIOS_SESSION_ALT = 139.
dataset,settings.py,<module>,Magic number,82,,,Magic number 445 found in '<module>'. Define as PORT_SMB = 445.
dataset,settings.py,<module>,Magic number,82,,,Magic number 1433 found in '<module>'. Define as PORT_MSSQL = 1433.
dataset,settings.py,<module>,Magic number,82,,,Magic number 3389 found in '<module>'. Define as PORT_RDP = 3389.
dataset,settings.py,<module>,Magic number,82,,,Magic number 6379 found in '<module>'. Define as PORT_REDIS = 6379.
dataset,settings.py,<module>,Magic number,124,,,Magic number 16 found in '<module>'. Define as SESSION_ID_LENGTH = 16.
dataset,settings.py,<module>,Magic number,125,,,Magic number 24 found in '<module>'. Define as SESSION_EXPIRATION_HOURS = 24.
dataset,settings.py,<module>,Magic number,127,,,Magic number 9 found in '<module>'. Define as DEFLATE_COMPRESS_LEVEL = 9.
dataset,settings.py,<module>,Magic number,130,,,Magic number 32 found in '<module>'. Define as INFECTION_SCANNING_THRESHOLD = 32.
dataset,settings.py,<module>,Magic number,131,,,Magic number 1000 found in '<module>'. Define as MAX_CACHE_ENTRIES = 1000.
dataset,settings.py,<module>,Magic number,133,,,Magic number 60 found in '<module>'. Define as SECONDS_PER_HOUR = 60.
dataset,settings.py,<module>,Magic number,134,,,Magic number 24 found in '<module>'. Define as HOURS_PER_DAY = 24.
dataset,settings.py,<module>,Magic number,136,,,Magic number 24 found in '<module>'. Define as SUSPICIOUS_DOMAIN_LENGTH_THRESHOLD = 24.
dataset,settings.py,<module>,Magic number,137,,,Magic number 9 found in '<module>'. Define as SUSPICIOUS_DOMAIN_CONSONANT_THRESHOLD = 9.
dataset,settings.py,<module>,Magic number,138,,,Magic number 3.5 found in '<module>'. Define as SUSPICIOUS_DOMAIN_ENTROPY_THRESHOLD = 3.5.
dataset,settings.py,<module>,Magic number,145,,,Magic number 4 found in '<module>'. Define as DLT_OFFSET_DEFAULT = 4.
dataset,settings.py,<module>,Magic number,145,,,Magic number 6 found in '<module>'. Define as DLT_OFFSET_ETHERNET = 6.
dataset,settings.py,<module>,Magic number,145,,,Magic number 22 found in '<module>'. Define as DLT_OFFSET_PPP = 22.
dataset,settings.py,<module>,Magic number,145,,,Magic number 16 found in '<module>'. Define as DLT_OFFSET_RAW = 16.
dataset,settings.py,<module>,Magic number,145,,,Magic number 21 found in '<module>'. Define as DLT_OFFSET_SLIP = 21.
dataset,settings.py,<module>,Magic number,145,,,Magic number 48 found in '<module>'. Define as DLT_OFFSET_LINUX_SLL = 48.
dataset,settings.py,<module>,Magic number,184,,,Magic number 1024 found in '_get_total_physmem'. Define as BYTES_PER_KB = 1024.
dataset,settings.py,<module>,Magic number,209,,,Magic number 1024 found in '_get_total_physmem'. Define as BYTES_PER_KB = 1024.
dataset,settings.py,<module>,Magic number,221,,,Magic number 1024 found in '_get_total_physmem'. Define as BYTES_PER_KB = 1024.
dataset,settings.py,read_config,Magic number,304,,,Magic number 4 found in 'read_config'. Define as USER_ENTRY_FIELD_COUNT = 4.
dataset,settings.py,read_config,Magic number,355,,,Magic number 1024 found in 'read_config'. Define as BYTES_PER_KB = 1024.
dataset,settings.py,read_config,Magic number,355,,,Magic number 3 found in 'read_config'. Define as POWER_OF_TWO_GB = 3.
dataset,settings.py,add_ignorelist,Magic number,425,,,Magic number 3 found in 'add_ignorelist'. Define as IGNORE_EVENT_FIELD_COUNT = 3.
dataset,settings.py,_get_total_physmem,Empty catch block,185,,,Empty catch block in '_get_total_physmem' at line 185. Add logging or proper error handling.
dataset,settings.py,_get_total_physmem,Empty catch block,192,,,Empty catch block in '_get_total_physmem' at line 192. Add logging or proper error handling.
dataset,settings.py,_get_total_physmem,Empty catch block,198,,,Empty catch block in '_get_total_physmem' at line 198. Add logging or proper error handling.
dataset,settings.py,_get_total_physmem,Empty catch block,204,,,Empty catch block in '_get_total_physmem' at line 204. Add logging or proper error handling.
dataset,settings.py,_get_total_physmem,Empty catch block,210,,,Empty catch block in '_get_total_physmem' at line 210. Add logging or proper error handling.
dataset,settings.py,_get_total_physmem,Empty catch block,216,,,Empty catch block in '_get_total_physmem' at line 216. Add logging or proper error handling.
dataset,settings.py,_get_total_physmem,Empty catch block,222,,,Empty catch block in '_get_total_physmem' at line 222. Add logging or proper error handling.
dataset,settings.py,read_config,Empty catch block,296,,,Empty catch block in 'read_config' at line 296. Add logging or proper error handling.
dataset,settings.py,read_ua,Empty catch block,456,,,Empty catch block in 'read_ua' at line 456. Add logging or proper error handling.
dataset,settings.py,file_level,Long lambda function,110,,,Lambda at line 110 has 81 characters (threshold: 80). Convert to named function.
dataset,settings.py,file_level,Long lambda function,126,,,Lambda at line 126 has 88 characters (threshold: 80). Convert to named function.
dataset,settings.py,read_config,Long message chain,261,,,Message chain at line 261 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,settings.py,read_config,Long message chain,269,,,Message chain at line 269 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,addr.py,expand_range,Complex method,,36,65,Method 'expand_range' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,addr.py,expand_range,Complex conditional,50,,,Conditional at line 50 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,addr.py,expand_range,Complex conditional,58,,,Conditional at line 58 has 3 logical operators (threshold: 2). Extract into named boolean variables.
dataset,addr.py,addr_to_int,Magic number,14,,,"Magic numbers 24, 16, 8 found in 'addr_to_int'. Define as constants like BITS_FIRST_OCTET = 24, BITS_SECOND_OCTET = 16, BITS_THIRD_OCTET = 8."
dataset,addr.py,int_to_addr,Magic number,17,,,"Magic numbers 24, 16, 8 and 0xff found in 'int_to_addr'. Define as constants like BITS_FIRST_OCTET = 24, BITS_SECOND_OCTET = 16, BITS_THIRD_OCTET = 8, BYTE_MASK = 0xff."
dataset,addr.py,make_mask,Magic number,20,,,"Magic numbers 0xffffffff and 32 found in 'make_mask'. Define as constants like IPV4_MAX_VALUE = 0xffffffff, IPV4_BITS = 32."
dataset,addr.py,inet_ntoa6,Magic number,34,,,Magic number 4 found in 'inet_ntoa6'. Define as constant like IPV6_HEX_GROUP_SIZE = 4.
dataset,addr.py,expand_range,Magic number,44,,,Magic number 32 found in 'expand_range'. Define as constant like IPV4_BITS = 32.
dataset,addr.py,expand_range,Magic number,47,,,Magic number 32 found in 'expand_range'. Define as constant like IPV4_BITS = 32.
dataset,addr.py,expand_range,Magic number,48,,,Magic number 65536 found in 'expand_range'. Define as constant like MAX_RANGE_SIZE = 65536.
dataset,addr.py,compress_ipv6,Long lambda function,25,,,Lambda at line 25 has 81 characters (threshold: 80). Convert to named function.
dataset,addr.py,addr_to_int,Long message chain,13,,,Message chain at line 13 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,addr.py,compress_ipv6,Long message chain,25,,,Message chain at line 25 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,addr.py,inet_ntoa6,Long message chain,33,,,Message chain at line 33 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,addr.py,expand_range,Long message chain,42,,,Message chain at line 42 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,addr.py,expand_range,Long message chain,55,,,Message chain at line 55 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,addr.py,addr_port,Long message chain,69,,,Message chain at line 69 has 3 chained methods (threshold: 2). Use 'Hide Delegate' pattern.
dataset,colorized.py,write,Complex method,,21,42,Method 'write' has cyclomatic complexity of 8 (threshold: 7). Extract nested conditions into separate methods.
dataset,colorized.py,__init__,Long statement,16,,,Line 16 has 221 characters (threshold: 120). Break into multiple lines.
dataset,colorized.py,__init__,Long statement,17,,,Line 17 has 165 characters (threshold: 120). Break into multiple lines.
dataset,colorized.py,__init__,Long statement,18,,,Line 18 has 188 characters (threshold: 120). Break into multiple lines.
dataset,colorized.py,__init__,Long statement,19,,,Line 19 has 143 characters (threshold: 120). Break into multiple lines.
dataset,colorized.py,write,Long statement,24,,,Line 24 has 169 characters (threshold: 120). Break into multiple lines.
dataset,colorized.py,write,Long statement,27,,,Line 27 has 197 characters (threshold: 120). Break into multiple lines.
dataset,colorized.py,write,Long statement,28,,,Line 28 has 149 characters (threshold: 120). Break into multiple lines.
